UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,HNS,"Haines, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12175,HNS,"Haines, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11997,GST,"Gustavus, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12610,KAE,"Kake, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14062,PEC,"Pelican, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12171,HNH,"Hoonah, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",15231,TKE,"Tenakee, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",10204,AGN,"Angoon, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14028,PBK,"Pack Creek, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14797,SGY,"Skagway, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11545,ELV,"Elfin Cove, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,KAE,"Kake, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",11545,ELV,"Elfin Cove, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",14062,PEC,"Pelican, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",15231,TKE,"Tenakee, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,"Elfin Cove, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,"Elfin Cove, AK",14062,PEC,"Pelican, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,SGY,"Skagway, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,"Tenakee, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,"Tenakee, AK",10204,AGN,"Angoon, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14062,PEC,"Pelican, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12171,HNH,"Hoonah, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",15231,TKE,"Tenakee, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",10204,AGN,"Angoon, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14028,PBK,"Pack Creek, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11619,EXI,"Excursion Inlet, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11545,ELV,"Elfin Cove, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",14028,PBK,"Pack Creek, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",11545,ELV,"Elfin Cove, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14062,PEC,"Pelican, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",12171,HNH,"Hoonah, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",15231,TKE,"Tenakee, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,"Elfin Cove, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",14062,PEC,"Pelican, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",10204,AGN,"Angoon, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,"Tenakee, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,"Tenakee, AK",14062,PEC,"Pelican, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15231,TKE,"Tenakee, AK",10204,AGN,"Angoon, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,HNS,"Haines, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,HNS,"Haines, AK",11997,GST,"Gustavus, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12175,HNS,"Haines, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14828,SIT,"Sitka, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11997,GST,"Gustavus, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12610,KAE,"Kake, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12171,HNH,"Hoonah, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14797,SGY,"Skagway, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",15991,YAK,"Yakutat, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,KAE,"Kake, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14256,PSG,"Petersburg, AK",15841,WRG,"Wrangell, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,SGY,"Skagway, AK",12171,HNH,"Hoonah, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15841,WRG,"Wrangell, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15991,YAK,"Yakutat, AK",12523,JNU,"Juneau, AK",415,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",12523,JNU,"Juneau, AK",479,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",12819,KTN,"Ketchikan, AK",479,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14828,SIT,"Sitka, AK",479,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11997,GST,"Gustavus, AK",479,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12819,KTN,"Ketchikan, AK",12523,JNU,"Juneau, AK",479,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",14797,SGY,"Skagway, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,HNS,"Haines, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12175,HNS,"Haines, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14797,SGY,"Skagway, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11619,EXI,"Excursion Inlet, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,SGY,"Skagway, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,SGY,"Skagway, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14797,SGY,"Skagway, AK",11619,EXI,"Excursion Inlet, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11997,GST,"Gustavus, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11997,GST,"Gustavus, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12610,KAE,"Kake, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12171,HNH,"Hoonah, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14028,PBK,"Pack Creek, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11619,EXI,"Excursion Inlet, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11545,ELV,"Elfin Cove, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,KAE,"Kake, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,KAE,"Kake, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14270,PTD,"Port Alexander, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12610,KAE,"Kake, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14062,PEC,"Pelican, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14270,PTD,"Port Alexander, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",10697,BNF,"Baranof, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",10204,AGN,"Angoon, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",15991,YAK,"Yakutat, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,"Angoon, AK",10697,BNF,"Baranof, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10697,BNF,"Baranof, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10697,BNF,"Baranof, AK",10204,AGN,"Angoon, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,"Elfin Cove, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11545,ELV,"Elfin Cove, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",12171,HNH,"Hoonah, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",14062,PEC,"Pelican, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12171,HNH,"Hoonah, AK",11619,EXI,"Excursion Inlet, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14256,PSG,"Petersburg, AK",14828,SIT,"Sitka, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,15991,YAK,"Yakutat, AK",12523,JNU,"Juneau, AK",035,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",10697,BNF,"Baranof, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",15231,TKE,"Tenakee, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",11619,EXI,"Excursion Inlet, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",14028,PBK,"Pack Creek, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10697,BNF,"Baranof, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10697,BNF,"Baranof, AK",10697,BNF,"Baranof, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,11619,EXI,"Excursion Inlet, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",12523,JNU,"Juneau, AK",416,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14062,PEC,"Pelican, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",10204,AGN,"Angoon, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",14028,PBK,"Pack Creek, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,"Juneau, AK",12165,HMS,"Homeshore, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14062,PEC,"Pelican, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14270,PTD,"Port Alexander, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14270,PTD,"Port Alexander, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",14485,RDB,"Red Dog, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,"Sitka, AK",10697,BNF,"Baranof, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14485,RDB,"Red Dog, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10697,BNF,"Baranof, AK",14828,SIT,"Sitka, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12165,HMS,"Homeshore, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14028,PBK,"Pack Creek, AK",12523,JNU,"Juneau, AK",040,7
J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14256,PSG,"Petersburg, AK",14828,SIT,"Sitka, AK",040,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,ATT,"Atmautluak, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,ATT,"Atmautluak, AK",12807,KSM,"St. Mary's, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,ATT,"Atmautluak, AK",12831,KUK,"Kasigluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10405,ATT,"Atmautluak, AK",13770,NUP,"Nunapitchuk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,KKI,"Akiachak, AK",12855,KWT,"Kwethluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,KKI,"Akiachak, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,KKI,"Akiachak, AK",10241,AKI,"Akiak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,KKI,"Akiachak, AK",14627,RSH,"Russian Mission, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12709,KKI,"Akiachak, AK",15257,TLT,"Tuluksak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,AKI,"Akiak, AK",12855,KWT,"Kwethluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,AKI,"Akiak, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,AKI,"Akiak, AK",12709,KKI,"Akiachak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10241,AKI,"Akiak, AK",15257,TLT,"Tuluksak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15257,TLT,"Tuluksak, AK",12855,KWT,"Kwethluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15257,TLT,"Tuluksak, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",15257,TLT,"Tuluksak, AK",10241,AKI,"Akiak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",12855,KWT,"Kwethluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",10405,ATT,"Atmautluak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",12709,KKI,"Akiachak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",13770,NUP,"Nunapitchuk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12831,KUK,"Kasigluk, AK",15798,WNA,"Napakiak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14234,PQS,"Pilot Station, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14234,PQS,"Pilot Station, AK",12807,KSM,"St. Mary's, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14234,PQS,"Pilot Station, AK",13369,MLL,"Marshall, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14234,PQS,"Pilot Station, AK",14627,RSH,"Russian Mission, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",14234,PQS,"Pilot Station, AK",13434,MOU,"Mountain Village, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",12709,KKI,"Akiachak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",10241,AKI,"Akiak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",13369,MLL,"Marshall, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",15257,TLT,"Tuluksak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",12855,KWT,"Kwethluk, AK",15798,WNA,"Napakiak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",12855,KWT,"Kwethluk, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",10405,ATT,"Atmautluak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",11227,CYF,"Chefornak, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",10551,BET,"Bethel, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",11492,EEK,"Eek, AK",035,7
K2,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",10551,BET,"Bethel, AK",12708,KKH,"Kongiganak, AK",035,7
