UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH
AA,American Airlines Inc.,13303,MIA,"Miami, FL",15024,STT,"Charlotte Amalie, VI",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",15304,TPA,"Tampa, FL",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",11624,EYW,"Key West, FL",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",12451,JAX,"Jacksonville, FL",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",10821,BWI,"Baltimore, MD",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",14122,PIT,"Pittsburgh, PA",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",12264,IAD,"Washington, DC",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",10529,BDL,"Hartford, CT",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",10397,ATL,"Atlanta, GA",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",10721,BOS,"Boston, MA",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",12478,JFK,"New York, NY",698,7
AA,American Airlines Inc.,13303,MIA,"Miami, FL",14524,RIC,"Richmond, VA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14689,SBA,"Santa Barbara, CA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",12266,IAH,"Houston, TX",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11618,EWR,"Newark, NJ",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11540,ELP,"El Paso, TX",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",15304,TPA,"Tampa, FL",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11624,EYW,"Key West, FL",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11503,EGE,"Eagle, CO",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",13487,MSP,"Minneapolis, MN",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11884,GEG,"Spokane, WA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",12441,JAC,"Jackson, WY",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",13244,MEM,"Memphis, TN",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14492,RDU,"Raleigh/Durham, NC",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",13495,MSY,"New Orleans, LA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",10693,BNA,"Nashville, TN",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",15376,TUS,"Tucson, AZ",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14027,PBI,"West Palm Beach/Palm Beach, FL",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14524,RIC,"Richmond, VA",698,7
AA,American Airlines Inc.,13930,ORD,"Chicago, IL",14321,PWM,"Portland, ME",698,7
AA,American Airlines Inc.,15016,STL,"St. Louis, MO",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,15016,STL,"St. Louis, MO",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",698,7
AA,American Airlines Inc.,15016,STL,"St. Louis, MO",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,14457,RAP,"Rapid City, SD",10868,CAE,"Columbia, SC",698,7
AA,American Airlines Inc.,14457,RAP,"Rapid City, SD",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,14457,RAP,"Rapid City, SD",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",10136,ABI,"Abilene, TX",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",12892,LAX,"Los Angeles, CA",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,14689,SBA,"Santa Barbara, CA",13851,OKC,"Oklahoma City, OK",698,7
AA,American Airlines Inc.,10713,BOI,"Boise, ID",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,14683,SAT,"San Antonio, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14893,SMF,"Sacramento, CA",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,15624,VPS,"Valparaiso, FL",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,15624,VPS,"Valparaiso, FL",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,15624,VPS,"Valparaiso, FL",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,15624,VPS,"Valparaiso, FL",13851,OKC,"Oklahoma City, OK",698,7
AA,American Airlines Inc.,12266,IAH,"Houston, TX",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,12266,IAH,"Houston, TX",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,12266,IAH,"Houston, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12266,IAH,"Houston, TX",12892,LAX,"Los Angeles, CA",698,7
AA,American Airlines Inc.,11066,CMH,"Columbus, OH",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11066,CMH,"Columbus, OH",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11618,EWR,"Newark, NJ",15370,TUL,"Tulsa, OK",698,7
AA,American Airlines Inc.,10868,CAE,"Columbia, SC",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,10868,CAE,"Columbia, SC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11540,ELP,"El Paso, TX",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11540,ELP,"El Paso, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11995,GSO,"Greensboro/High Point, NC",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11995,GSO,"Greensboro/High Point, NC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11995,GSO,"Greensboro/High Point, NC",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",10136,ABI,"Abilene, TX",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",14843,SJU,"San Juan, PR",698,7
AA,American Airlines Inc.,15024,STT,"Charlotte Amalie, VI",12478,JFK,"New York, NY",698,7
AA,American Airlines Inc.,13871,OMA,"Omaha, NE",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13871,OMA,"Omaha, NE",14492,RDU,"Raleigh/Durham, NC",698,7
AA,American Airlines Inc.,13871,OMA,"Omaha, NE",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13244,MEM,"Memphis, TN",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13244,MEM,"Memphis, TN",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13244,MEM,"Memphis, TN",10581,BGR,"Bangor, ME",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",11995,GSO,"Greensboro/High Point, NC",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,15304,TPA,"Tampa, FL",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,11624,EYW,"Key West, FL",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11624,EYW,"Key West, FL",14683,SAT,"San Antonio, TX",698,7
AA,American Airlines Inc.,11624,EYW,"Key West, FL",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11624,EYW,"Key West, FL",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,11624,EYW,"Key West, FL",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11292,DEN,"Denver, CO",12892,LAX,"Los Angeles, CA",698,7
AA,American Airlines Inc.,11292,DEN,"Denver, CO",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,11648,FCA,"Kalispell, MT",11884,GEG,"Spokane, WA",698,7
AA,American Airlines Inc.,11648,FCA,"Kalispell, MT",10620,BIL,"Billings, MT",698,7
AA,American Airlines Inc.,11648,FCA,"Kalispell, MT",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11648,FCA,"Kalispell, MT",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12889,LAS,"Las Vegas, NV",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,13230,MDT,"Harrisburg, PA",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13230,MDT,"Harrisburg, PA",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,11503,EGE,"Eagle, CO",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11503,EGE,"Eagle, CO",10136,ABI,"Abilene, TX",698,7
AA,American Airlines Inc.,11503,EGE,"Eagle, CO",14960,SPS,"Wichita Falls, TX",698,7
AA,American Airlines Inc.,11503,EGE,"Eagle, CO",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11503,EGE,"Eagle, CO",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,12451,JAX,"Jacksonville, FL",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",698,7
AA,American Airlines Inc.,10821,BWI,"Baltimore, MD",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,10821,BWI,"Baltimore, MD",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,10821,BWI,"Baltimore, MD",12953,LGA,"New York, NY",698,7
AA,American Airlines Inc.,10821,BWI,"Baltimore, MD",12478,JFK,"New York, NY",698,7
AA,American Airlines Inc.,10821,BWI,"Baltimore, MD",14635,RSW,"Fort Myers, FL",698,7
AA,American Airlines Inc.,11996,GSP,"Greer, SC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",10821,BWI,"Baltimore, MD",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",12953,LGA,"New York, NY",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",10721,BOS,"Boston, MA",698,7
AA,American Airlines Inc.,12441,JAC,"Jackson, WY",12478,JFK,"New York, NY",698,7
AA,American Airlines Inc.,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,13487,MSP,"Minneapolis, MN",13871,OMA,"Omaha, NE",698,7
AA,American Airlines Inc.,13487,MSP,"Minneapolis, MN",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13487,MSP,"Minneapolis, MN",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,11884,GEG,"Spokane, WA",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11884,GEG,"Spokane, WA",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11884,GEG,"Spokane, WA",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11884,GEG,"Spokane, WA",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,11603,EUG,"Eugene, OR",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",12889,LAS,"Las Vegas, NV",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",10136,ABI,"Abilene, TX",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,14570,RNO,"Reno, NV",14771,SFO,"San Francisco, CA",698,7
AA,American Airlines Inc.,14057,PDX,"Portland, OR",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,10136,ABI,"Abilene, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12896,LBB,"Lubbock, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,10279,AMA,"Amarillo, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,10279,AMA,"Amarillo, TX",10423,AUS,"Austin, TX",698,7
AA,American Airlines Inc.,13342,MKE,"Milwaukee, WI",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13342,MKE,"Milwaukee, WI",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13486,MSO,"Missoula, MT",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,10140,ABQ,"Albuquerque, NM",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,13485,MSN,"Madison, WI",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,13485,MSN,"Madison, WI",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,10620,BIL,"Billings, MT",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11042,CLE,"Cleveland, OH",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11433,DTW,"Detroit, MI",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14457,RAP,"Rapid City, SD",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11193,CVG,"Cincinnati, OH",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10792,BUF,"Buffalo, NY",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",15624,VPS,"Valparaiso, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11066,CMH,"Columbus, OH",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11618,EWR,"Newark, NJ",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",15024,STT,"Charlotte Amalie, VI",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13871,OMA,"Omaha, NE",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",15304,TPA,"Tampa, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11624,EYW,"Key West, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11648,FCA,"Kalispell, MT",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10821,BWI,"Baltimore, MD",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",15096,SYR,"Syracuse, NY",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13487,MSP,"Minneapolis, MN",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",12441,JAC,"Jackson, WY",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14570,RNO,"Reno, NV",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13342,MKE,"Milwaukee, WI",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13577,MYR,"Myrtle Beach, SC",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13931,ORF,"Norfolk, VA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13244,MEM,"Memphis, TN",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",12339,IND,"Indianapolis, IN",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10599,BHM,"Birmingham, AL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14492,RDU,"Raleigh/Durham, NC",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14307,PVD,"Providence, RI",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13495,MSY,"New Orleans, LA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14122,PIT,"Pittsburgh, PA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10529,BDL,"Hartford, CT",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10693,BNA,"Nashville, TN",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",12953,LGA,"New York, NY",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10397,ATL,"Atlanta, GA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11697,FLL,"Fort Lauderdale, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10721,BOS,"Boston, MA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14843,SJU,"San Juan, PR",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14986,SRQ,"Sarasota/Bradenton, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14193,PNS,"Pensacola, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14027,PBI,"West Palm Beach/Palm Beach, FL",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14524,RIC,"Richmond, VA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14730,SDF,"Louisville, KY",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11423,DSM,"Des Moines, IA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",11986,GRR,"Grand Rapids, MI",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",13851,OKC,"Oklahoma City, OK",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14321,PWM,"Portland, ME",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",14685,SAV,"Savannah, GA",698,7
AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",12323,ILM,"Wilmington, NC",698,7
AA,American Airlines Inc.,13931,ORF,"Norfolk, VA",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13577,MYR,"Myrtle Beach, SC",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13577,MYR,"Myrtle Beach, SC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14960,SPS,"Wichita Falls, TX",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12339,IND,"Indianapolis, IN",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,12339,IND,"Indianapolis, IN",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,10599,BHM,"Birmingham, AL",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,10599,BHM,"Birmingham, AL",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",10693,BNA,"Nashville, TN",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",12892,LAX,"Los Angeles, CA",698,7
AA,American Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",14107,PHX,"Phoenix, AZ",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",12266,IAH,"Houston, TX",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",15024,STT,"Charlotte Amalie, VI",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",15304,TPA,"Tampa, FL",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",11624,EYW,"Key West, FL",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",14492,RDU,"Raleigh/Durham, NC",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",14122,PIT,"Pittsburgh, PA",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",10397,ATL,"Atlanta, GA",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",11697,FLL,"Fort Lauderdale, FL",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",14635,RSW,"Fort Myers, FL",698,7
AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",14027,PBI,"West Palm Beach/Palm Beach, FL",698,7
AA,American Airlines Inc.,14307,PVD,"Providence, RI",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13495,MSY,"New Orleans, LA",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,13495,MSY,"New Orleans, LA",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,13495,MSY,"New Orleans, LA",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,14122,PIT,"Pittsburgh, PA",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,14122,PIT,"Pittsburgh, PA",11057,CLT,"Charlotte, NC",698,7
AA,American Airlines Inc.,14122,PIT,"Pittsburgh, PA",14100,PHL,"Philadelphia, PA",698,7
AA,American Airlines Inc.,14122,PIT,"Pittsburgh, PA",11298,DFW,"Dallas/Fort Worth, TX",698,7
AA,American Airlines Inc.,12264,IAD,"Washington, DC",11618,EWR,"Newark, NJ",698,7
AA,American Airlines Inc.,12264,IAD,"Washington, DC",11278,DCA,"Washington, DC",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11042,CLE,"Cleveland, OH",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",14457,RAP,"Rapid City, SD",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11193,CVG,"Cincinnati, OH",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",14689,SBA,"Santa Barbara, CA",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",10792,BUF,"Buffalo, NY",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",15624,VPS,"Valparaiso, FL",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",13930,ORD,"Chicago, IL",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",15016,STL,"St. Louis, MO",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",14683,SAT,"San Antonio, TX",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",12266,IAH,"Houston, TX",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11066,CMH,"Columbus, OH",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11618,EWR,"Newark, NJ",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",10868,CAE,"Columbia, SC",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11540,ELP,"El Paso, TX",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",15024,STT,"Charlotte Amalie, VI",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11995,GSO,"Greensboro/High Point, NC",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",13871,OMA,"Omaha, NE",698,7
AA,American Airlines Inc.,11298,DFW,"Dallas/Fort Worth, TX",11624,EYW,"Key West, FL",698,7
