Airport ID,City,PageRank
12719,"Kalskag, AK",2.8118467426185103
11603,"Eugene, OR",2.807128394766008
10416,"Alakanuk, AK",2.7958090161289255
14062,"Pelican, AK",2.7853231396034817
15356,"Trenton, NJ",2.7852188447040542
14582,"Rota, TT",2.7520516565214614
11941,"Golovin, AK",2.7444523066844857
12323,"Wilmington, NC",2.7441146152951585
12769,"Kotlik, AK",2.7298707652267766
12653,"Ekwok, AK",2.717592352954412
12748,"Kokhanok, AK",2.701705514580686
15798,"Napakiak, AK",2.6972402096526076
14691,"San Bernardino, CA",2.694899056224371
14738,"Sandpoint, AK",2.684583402489428
12253,"Hollis, AK",2.678882681030095
10627,"Bismarck/Mandan, ND",2.6723301201483216
12175,"Haines, AK",2.6693982629654087
10184,"Allakaket, AK",2.667733593545317
14797,"Skagway, AK",2.6649680825827953
12280,"Idaho Falls, ID",2.6569009198862585
15249,"Tallahassee, FL",2.6436418469218537
16567,"Akun, AK",2.640070035500516
12743,"Moser Bay, AK",2.6363682015072154
10225,"Wainwright, AK",2.6306255034711112
10243,"Akhiok, AK",2.63021801091577
12649,"Nanwalek, AK",2.6228011470177983
12235,"Hughes, AK",2.6132762486589165
14880,"Sleetmute, AK",2.6127076103347497
10204,"Angoon, AK",2.6111380619871487
15785,"Selawik, AK",2.6015694888118848
12610,"Kake, AK",2.595356070740101
13504,"Metlakatla, AK",2.580536613526843
16390,"Beluga, AK",2.536832088414484
10640,"Buckland, AK",2.518012743625202
15232,"Truckee, CA",2.517474753451436
15070,"Newburgh/Poughkeepsie, NY",2.516318859576301
15061,"Stevens Village, AK",2.512984526656603
10926,"Cordova, AK",2.51140254196519
11764,"East Farmingdale, NY",2.507781571387829
15406,"Tyonek, AK",2.468290279662696
13513,"Fairbanks, AK",2.4495826770015596
10408,"Appleton, WI",2.4421028775681703
12720,"Levelock, AK",2.4361645841078463
12855,"Kwethluk, AK",2.4138935922099143
15049,"Savoonga, AK",2.390113833729948
13105,"Cincinnati, OH",2.3849022356169454
11126,"Culebra, PR",2.374876397220314
14108,"Peoria, IL",2.374178224010136
14102,"Point Hope, AK",2.369946607810319
15853,"South Naknek, AK",2.3685347077867616
10396,"Atqasuk, AK",2.3575561611815865
13987,"Waterbury, CT",2.352793917121749
14004,"Everett, WA",2.351623964573259
15041,"Sun Valley/Hailey/Ketchum, ID",2.350156109476959
14256,"Petersburg, AK",2.3456545750193567
15215,"Tinian, TT",2.3424122419569304
15245,"Teller, AK",2.3172609047274286
10775,"Barter Island, AK",2.3033897742069476
14816,"Shageluk, AK",2.3009014593474433
12866,"Karluk, AK",2.299927962913133
12003,"Great Falls, MT",2.2915306982980224
12737,"Manokotak, AK",2.2699979163396176
11535,"Elim, AK",2.2669814521290306
13476,"Monterey, CA",2.257115199604933
12784,"Perryville, AK",2.254754904570059
12728,"Klawock, AK",2.2178285263370356
13806,"Kobuk, AK",2.214736433223454
14252,"Pasco/Kennewick/Richland, WA",2.209882157141652
13341,"Kansas City, MO",2.1696053768167043
12124,"Hilton Head, SC",2.1691636786238724
14919,"St. Paul, AK",2.1653665037044396
15725,"Beaver, AK",2.155760555120086
14489,"Bend/Redmond, OR",2.14412067652953
12786,"Akutan, AK",2.1423824235487334
10136,"Abilene, TX",2.1361344761150116
13029,"Lincoln, NE",2.1327359101783974
14898,"Santa Monica, CA",2.0960241967314004
11762,"Friday Harbor, WA",2.066046193798227
11588,"Eastsound, WA",2.059904844884331
12206,"Harlingen/San Benito, TX",2.0502210906264278
11053,"Clarks Point, AK",2.0469605543211804
10325,"Denver, CO",2.0442310250794837
15668,"Deer Lodge, MT",2.033360526649269
11122,"Casper, WY",2.0322790506552755
13715,"Nondalton, AK",2.0134004017658516
15532,"Monument Valley, UT",1.99125928175199
12884,"Lansing, MI",1.9841656259554863
12574,"Nashville, TN",1.982140014534438
14468,"Brooks Lodge, AK",1.9789726322084233
14259,"Portsmouth, NH",1.972235159917409
11619,"Excursion Inlet, AK",1.9552020734273485
15027,"Christiansted, VI",1.9524536120188085
11845,"Gambell, AK",1.9464230879215414
14987,"Stony River, AK",1.9314877705283469
13863,"Old Harbor, AK",1.9293923013196734
14028,"Pack Creek, AK",1.9034225178950943
11721,"Flint, MI",1.8998023190006452
14574,"Roanoke, VA",1.8783893115799353
12141,"Healy, AK",1.8628740389045273
10241,"Akiak, AK",1.8525846386332419
11411,"Deering, AK",1.822860800573905
12951,"Lafayette, LA",1.8093143604651734
13277,"Montgomery, AL",1.8045626569659339
10666,"Bellingham, WA",1.7913391181196705
11431,"Decatur Island, WA",1.7910565130788916
12868,"Koyukuk, AK",1.7841545355398833
11869,"Grand Canyon, AZ",1.7485490454672152
14493,"Red Devil, AK",1.7423157453562166
11140,"Corpus Christi, TX",1.7411342536867565
15323,"Bristol/Johnson City/Kingsport, TN",1.7407337353389893
14046,"Pedro Bay, AK",1.7334235233963637
15171,"Tatitlek, AK",1.7229718068426738
12847,"Waterfall, AK",1.720407692401179
15754,"Hyder, AK",1.720407692401179
11977,"Green Bay, WI",1.7102435106510152
14125,"Point Lay, AK",1.7016646003770688
16101,"Yakima, WA",1.6925992696354144
15231,"Tenakee, AK",1.6871622091024105
10676,"Belleville, IL",1.6843174395836278
10613,"Block Island, RI",1.6820206419412471
10874,"Akron, OH",1.6657077093789234
15709,"Wales, AK",1.640255416825228
13398,"Morristown, NJ",1.6320173172985064
10685,"Bloomington/Normal, IL",1.6315893353857154
14306,"Provincetown, MA",1.6313123752057548
10016,"Hallo Bay, AK",1.6293838914194958
12641,"Chignik, AK",1.620117257264081
16832,"New York, NY",1.6151786386628775
12635,"Chignik Bay, AK",1.6101880510622366
14967,"San Carlos, CA",1.604632472283677
15448,"Ugashik, AK",1.60340158611099
11982,"Killeen, TX",1.5940440594334773
12324,"Wilmington, OH",1.591127515884873
11859,"Galbraith Lake, AK",1.5848368168146105
14718,"Scammon Bay, AK",1.5728254314582042
12932,"Lebanon-Hanover, NH",1.5610873300850652
13547,"Mineral Wells, TX",1.554212577836177
12094,"Hayden, CO",1.5462122049088585
14794,"St. George, UT",1.540777115411696
10535,"Bridgeport, CT",1.5369097386921076
15554,"Chevak, AK",1.5217281318456468
15085,"Sheldon Point, AK",1.518729246040643
11413,"Durango, CO",1.4995985842185529
14320,"Chicago, IL",1.4993773584767054
10927,"Caldwell, NJ",1.4935620135006473
14275,"Pontiac, MI",1.4934804423322974
11252,"Daytona Beach, FL",1.4798212280924805
13629,"Chenega, AK",1.4747335242955164
13422,"Mobile, AL",1.4706404995181435
11028,"Crooked Creek, AK",1.469575176084638
15626,"Vieques, PR",1.466857962495945
14130,"Napaskiak, AK",1.4548663914471012
16815,"Southampton, NY",1.452862483815211
13714,"Naknek, AK",1.4499953453404502
15841,"Wrangell, AK",1.4475903208832865
11545,"Elfin Cove, AK",1.4417858465322873
11463,"Eagle, AK",1.4350602385857165
10781,"Baton Rouge, LA",1.4346086316497617
12315,"Nikolski, AK",1.4291463187830133
15012,"St. George Island, AK",1.4258177433310455
12857,"Kasaan, AK",1.418275725530292
14054,"Pendleton, OR",1.4107229339494576
14268,"Port Alsworth, AK",1.3992169072236669
14863,"Skwentna, AK",1.3915886709081697
13725,"Novato, CA",1.3881351183480237
10011,"Peach Springs, AZ",1.377213272556958
12638,"Chignik Lagoon, AK",1.373064804223777
12195,"Hooper Bay, AK",1.366880505299263
10990,"Charlottesville, VA",1.3646164416820248
10732,"Aguadilla, PR",1.3548597738000185
11146,"Charleston/Dunbar, WV",1.352759475707671
13367,"Moline, IL",1.3398076075399905
15793,"Meyers Chuck, AK",1.3395162655899728
12598,"Arlington, TX",1.3373506315568893
14698,"San Luis Obispo, CA",1.3296450551506893
13360,"Melbourne, FL",1.3188332066651451
14288,"Pueblo, CO",1.3083392744647273
14633,"Rochester, MN",1.3068269468264373
12882,"Lakeland, FL",1.3051283719319293
12370,"Circle, AK",1.3032892615066802
16668,"Deadhorse1, AK",1.288857143717802
15385,"Twin Hills, AK",1.2804774726061003
11367,"Dora Bay, AK",1.2788540185856019
13502,"Montrose/Delta, CO",1.2783596520077207
10434,"Scranton/Wilkes-Barre, PA",1.257940576707978
11453,"Houston, TX",1.247468694416716
13295,"Sacramento, CA",1.245268618612566
10857,"Camarillo, CA",1.2407806544299822
16340,"Chomondely Sound, AK",1.2383147847684408
10697,"Baranof, AK",1.236383086211334
15472,"Umiat, AK",1.2355237529603162
13433,"Minot, ND",1.2299357827247017
12055,"Gary, IN",1.2263724484204332
13381,"Manley Hot Springs, AK",1.225573088179636
11612,"Evansville, IN",1.2086246926056978
11098,"Coeur d'Alene, ID",1.1638739543668264
11150,"Columbus, GA",1.1591892174221994
11067,"Champaign/Urbana, IL",1.1358334141550208
11280,"Dahl Creek, AK",1.1343590408510353
12898,"Latrobe, PA",1.1338096967663638
14282,"Platinum, AK",1.1288723012734083
15855,"Westerly, RI",1.120255289204965
11027,"Clarksburg/Fairmont, WV",1.1180420935553403
10155,"Waco, TX",1.1102624400008088
13704,"Nelson Lagoon, AK",1.106203090960928
10561,"Bakersfield, CA",1.1047879449255835
11399,"Whitmore, AZ",1.0909020900636135
10558,"Scottsbluff, NE",1.0847653242652473
11001,"Avalon, CA",1.0786429515244107
13771,"Mountain View, CA",1.0718408133022328
10165,"Adak Island, AK",1.068340924516956
13184,"Saginaw/Bay City/Midland, MI",1.0680791803428793
14539,"Rockland, ME",1.0667545862862233
10006,"Kizhuyak, AK",1.065811983354304
13888,"Onion Bay, AK",1.065811983354304
10042,"Kiluda Bay, AK",1.065811983354304
12509,"Cooper Lodge, AK",1.065811983354304
11695,"Flagstaff, AZ",1.0624477255632316
13676,"Nikolai, AK",1.0606780827418854
14533,"Riverside, CA",1.0543088306295507
12402,"Hilo, HI",1.043802154007223
13579,"Mekoryuk, AK",1.0422135315046985
13203,"Macon, GA",1.038811176257131
12544,"Concord, NC",1.0179468814902717
10157,"Arcata/Eureka, CA",1.0131872972011164
11041,"Carlsbad, CA",1.011031465828034
11245,"Chisana, AK",1.010586918512273
15250,"Tatalina, AK",1.0054873189068858
11097,"Cody, WY",1.0046995978960678
14905,"Santa Maria, CA",1.000904218211778
10511,"Bryce Canyon, UT",0.99570456595092
14559,"Rampart, AK",0.9906324285143373
14270,"Port Alexander, AK",0.9864272907459942
12223,"Ashland, WV",0.986373735012365
14842,"San Angelo, TX",0.9853422853135025
13034,"Lanai, HI",0.9804953371901624
11559,"Nenana, AK",0.979671293482593
14237,"Prescott, AZ",0.9790191042641334
15599,"Kavik River, AK",0.976334027084642
12553,"Ceiba, PR",0.9760087944660618
14819,"San Juan, PR",0.9760087944660618
11953,"Gainesville, FL",0.9704052315355819
15794,"White Mountain, AK",0.9694598443315215
14875,"Saranac Lake/Lake Placid, NY",0.967289134866919
13076,"La Crosse, WI",0.9642667927519107
11123,"St. Louis, MO",0.9617384658134296
15579,"Valdez, AK",0.9617271854553091
10237,"Atka, AK",0.9528141625719588
15043,"St. Louis, MO",0.9496777394855086
10519,"Boca Raton, FL",0.9476142065854601
16428,"Marble Canyon, AZ",0.9441079880467962
15389,"Twin Falls, ID",0.9355401567833872
13388,"Mammoth Lakes, CA",0.9327129517832249
14711,"State College, PA",0.9151184970341135
13028,"Lonely, AK",0.9141799449898036
16218,"Yuma, AZ",0.901982852901678
10327,"Napa, CA",0.8962843908608521
13574,"May Creek, AK",0.8940326649205649
13564,"McCarthy, AK",0.8940326649205649
13016,"Lake Minchumina, AK",0.8888497063962735
16339,"Illinois Creek, AK",0.8888497063962735
16445,"Driggs, ID",0.8743355352489393
15504,"Utopia, AK",0.8724301669683754
11503,"Eagle, CO",0.8672640637228214
15731,"Chandalar, AK",0.863176470103812
11421,"Destin, FL",0.8629462036102526
12252,"Hydaburg, AK",0.8602787712755146
14314,"Provo, UT",0.8587041006417324
10469,"Kalamazoo, MI",0.8482570660105326
13347,"Hoolehua, HI",0.844932849509737
10938,"Central, AK",0.8425936677547673
16353,"North Kingstown, RI",0.8362266759968804
14167,"Port Moller, AK",0.8353367602271828
11980,"Grand Island, NE",0.8334946639571691
10589,"Bar Harbor, ME",0.8325839495165712
11203,"Mosinee, WI",0.8147114682961247
13540,"Burlington/Mount Vernon, WA",0.8006614730015598
14716,"Stockton, CA",0.7904392260803855
14674,"Santa Fe, NM",0.7877037438726454
10329,"Naples, FL",0.7873537058701289
11813,"Donlin Creek Mine, AK",0.7869241635161003
11641,"Fayetteville, NC",0.7665003540351463
14113,"Pocatello, ID",0.7624891282254181
11049,"College Station/Bryan, TX",0.7570812148996774
14025,"Plattsburgh, NY",0.7540997967500904
10641,"Baker, OR",0.753922268255246
11415,"Del Rio, TX",0.7512469395348077
16869,"Williston, ND",0.7469859228581959
10198,"Pittsburgh, PA",0.7391705041525463
12916,"Laconia, NH",0.7371009119813314
11577,"Erie, PA",0.7308587298182974
12956,"La Grande, OR",0.7212072306147777
12545,"New York, NY",0.7152804117021553
12156,"Helena, MT",0.7152334558752734
13117,"Livermore, CA",0.7102061804010962
15160,"Takotna, AK",0.7043438190406576
10779,"Butte, MT",0.7029221899497059
12190,"Hot Springs, AR",0.6955079581943155
13415,"Minto, AK",0.6943991430988627
15090,"Shemya, AK",0.6901769875214451
16311,"Nyac, AK",0.6887896168465693
12663,"False Pass, AK",0.6792446871263167
10146,"Albany, GA",0.6780953405036579
13731,"Newport, RI",0.6712733114231163
10647,"Cleveland, OH",0.6680093541027478
14098,"Newport News/Williamsburg, VA",0.6675303289585889
14704,"Salisbury, MD",0.6652649051254689
10996,"Chuathbaluk, AK",0.6632220850525273
12899,"North Platte, NE",0.6630783835239329
14530,"Rifle, CO",0.6630046253505647
11337,"Duluth, MN",0.6606503427292317
15383,"Lake Tahoe, CA",0.6575362773537168
11493,"Keene, NH",0.6512118632198889
12397,"Ithaca/Cortland, NY",0.6510494295461015
11335,"Del Rio, TX",0.6362998490347326
10009,"Homer, AK",0.6332208164864682
14131,"Parkersburg, WV",0.6317588295512762
11773,"Fryeburg, ME",0.6304548983225252
10268,"Waterloo, IA",0.629248504095536
10811,"Bartlesville, OK",0.6208756752108688
11938,"Gaylord, MI",0.615587252850988
12119,"Hagerstown, MD",0.6142607425916998
11111,"Columbia, MO",0.6098376144837758
14588,"Roswell, NM",0.6094115585845669
15342,"Taos, NM",0.6073824194904169
15051,"Silver City/Hurley, NM",0.605404187899896
14551,"Bornite/Ruby Creek, AK",0.5926164209807991
16894,"Healy, AK",0.5926164209807991
14952,"Springfield, IL",0.591935586957138
15427,"Chatham, MA",0.5873711888425479
14397,"Kennesaw, GA",0.5784841883269448
14150,"Pellston, MI",0.5762895402427772
11537,"Elmira/Corning, NY",0.5758465279770592
13121,"Lewisburg, WV",0.5740239654614023
11241,"Cape Romanzof, AK",0.5705106660508029
10409,"Watertown, SD",0.5697978774490959
14520,"Rhinelander, WI",0.5673494769744599
10065,"Silver Salmon Creek, AK",0.5637217582150419
10085,"Chinitna Bay, AK",0.5637217582150419
15069,"Seward, AK",0.5637217582150419
15228,"Talkeetna, AK",0.5637217582150419
